Experiment,spite_sigma,comp_sigma,diff_sigma,cost,kd,initial_spite_frequency,spite_expression_prob,average_mean_spite,average_mean_density,average_spite_freq,average_n_individuals
l_di_c2_s4_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,4.0,2.0,i,0.1,0.001,0.5,0.05,0.49478772,0.0019615085,0.98957545,18189.39
l_di_c2_s4_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,4.0,2.0,i,0.1,0.001,0.5,0.2,0.49628532,0.005751389,0.99257064,12593.16
l_di_c2_s8_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,8.0,2.0,i,0.1,0.001,0.5,0.001,0.074934766,6.2147383e-06,0.14986953,20920.41
l_di_c2_s8_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,8.0,2.0,i,0.1,0.001,0.5,0.01,0.47850606,0.00037622423,0.9570121,20070.89
l_di_c2_s8_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,8.0,2.0,i,0.1,0.001,0.5,0.05,0.49531165,0.0017686397,0.9906233,18202.75
l_di_c2_s8_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,8.0,2.0,i,0.1,0.001,0.5,0.2,0.49670234,0.0050246827,0.9934047,12618.07
l_di_c32_s16_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,16.0,32.0,i,0.1,0.001,0.5,0.001,0.07744085,3.2210148e-06,0.1548817,12931.66
l_di_c32_s16_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,16.0,32.0,i,0.1,0.001,0.5,0.01,0.03377701,1.6275202e-05,0.06755402,12928.29
l_di_c32_s16_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,16.0,32.0,i,0.1,0.001,0.5,0.05,0.48978156,0.001189818,0.9795631,12582.31
l_di_c32_s16_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,16.0,32.0,i,0.1,0.001,0.5,0.2,0.49531525,0.004112271,0.9906305,10681.98
l_di_c32_s2_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,2.0,32.0,i,0.1,0.001,0.5,0.001,0.06787107,6.7167393e-06,0.13574214,12936.28
l_di_c32_s2_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,2.0,32.0,i,0.1,0.001,0.5,0.01,0.029551113,2.8534358e-05,0.059102226,12933.11
l_di_c32_s2_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,2.0,32.0,i,0.1,0.001,0.5,0.05,0.009623186,4.280435e-05,0.019246371,12932.31
l_di_c32_s2_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,2.0,32.0,i,0.1,0.001,0.5,0.2,0.0025484804,4.586325e-05,0.005096961,12939.5
l_di_c32_s32_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,32.0,32.0,i,0.1,0.001,0.5,0.001,0.067745626,3.1165698e-06,0.13549125,12939.18
l_di_c32_s32_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,32.0,32.0,i,0.1,0.001,0.5,0.01,0.03716544,1.7993896e-05,0.07433088,12927.48
l_di_c32_s32_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,32.0,32.0,i,0.1,0.001,0.5,0.05,0.49138534,0.0011858937,0.9827707,12589.07
l_di_c32_s32_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,32.0,32.0,i,0.1,0.001,0.5,0.2,0.4955497,0.0040576267,0.9910994,10675.44
l_di_c32_s4_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,4.0,32.0,i,0.1,0.001,0.5,0.001,0.07082429,4.3502005e-06,0.14164858,12929.73
l_di_c32_s4_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,4.0,32.0,i,0.1,0.001,0.5,0.01,0.039601248,2.4014986e-05,0.079202496,12926.61
l_di_c32_s4_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,4.0,32.0,i,0.1,0.001,0.5,0.05,0.49034622,0.0014112135,0.98069245,12585.52
l_di_c32_s4_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,4.0,32.0,i,0.1,0.001,0.5,0.2,0.4949767,0.0050161616,0.9899534,10695.35
l_di_c32_s8_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,8.0,32.0,i,0.1,0.001,0.5,0.001,0.064450726,3.2296336e-06,0.12890145,12935.86
l_di_c32_s8_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,8.0,32.0,i,0.1,0.001,0.5,0.01,0.03466221,1.873316e-05,0.06932442,12937.4
l_di_c32_s8_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,8.0,32.0,i,0.1,0.001,0.5,0.05,0.48979446,0.0012350561,0.9795889,12592.91
l_di_c32_s8_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,8.0,32.0,i,0.1,0.001,0.5,0.2,0.49517533,0.0042836927,0.99035066,10711.96
l_di_c4_s16_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,16.0,4.0,i,0.1,0.001,0.5,0.001,0.07649552,4.4978206e-06,0.15299104,14983.29
l_di_c4_s16_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,16.0,4.0,i,0.1,0.001,0.5,0.01,0.038136553,2.0619376e-05,0.076273106,14948.18
l_di_c4_s16_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,16.0,4.0,i,0.1,0.001,0.5,0.05,0.49235573,0.0013146756,0.98471147,13783.89
l_di_c4_s16_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,16.0,4.0,i,0.1,0.001,0.5,0.2,0.49562976,0.0041598002,0.9912595,10828.35
l_di_c4_s2_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,2.0,4.0,i,0.1,0.001,0.5,0.001,0.06856294,6.577081e-06,0.13712588,15016.32
l_di_c4_s2_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,2.0,4.0,i,0.1,0.001,0.5,0.01,0.0347846,3.5731002e-05,0.0695692,14969.53
l_di_c4_s2_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,2.0,4.0,i,0.1,0.001,0.5,0.05,0.4868315,0.002253896,0.973663,13783.22
l_di_c4_s2_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,2.0,4.0,i,0.1,0.001,0.5,0.2,0.0025589394,5.0741666e-05,0.005117879,14954.41
l_di_c4_s32_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,32.0,4.0,i,0.1,0.001,0.5,0.001,0.06622667,3.7753155e-06,0.13245334,15009.35
l_di_c4_s32_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,32.0,4.0,i,0.1,0.001,0.5,0.01,0.46300435,0.00025888262,0.9260087,14592.08
l_di_c4_s32_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,32.0,4.0,i,0.1,0.001,0.5,0.05,0.49155962,0.0012965564,0.98311925,13757.42
l_di_c4_s32_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,32.0,4.0,i,0.1,0.001,0.5,0.2,0.495395,0.004120582,0.99079,10877.03
l_di_c4_s4_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,4.0,4.0,i,0.1,0.001,0.5,0.001,0.071847044,5.023459e-06,0.14369409,15012.46
l_di_c4_s4_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,4.0,4.0,i,0.1,0.001,0.5,0.01,0.032217257,2.3114379e-05,0.06443451,14966.13
l_di_c4_s4_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,4.0,4.0,i,0.1,0.001,0.5,0.05,0.49257305,0.0015530577,0.9851461,13778.86
l_di_c4_s4_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,4.0,4.0,i,0.1,0.001,0.5,0.2,0.4949242,0.0050704028,0.9898484,10833.66
l_di_c4_s8_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,8.0,4.0,i,0.1,0.001,0.5,0.001,0.0754434,4.930081e-06,0.1508868,15012.24
l_di_c4_s8_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,8.0,4.0,i,0.1,0.001,0.5,0.01,0.036649454,2.173372e-05,0.07329891,14943.29
l_di_c4_s8_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,8.0,4.0,i,0.1,0.001,0.5,0.05,0.4920214,0.00134948,0.9840428,13778.69
l_di_c4_s8_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,8.0,4.0,i,0.1,0.001,0.5,0.2,0.49535552,0.004350914,0.99071103,10838.91
l_di_c8_s16_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,16.0,8.0,i,0.1,0.001,0.5,0.001,0.08142811,4.4632757e-06,0.16285622,13336.68
l_di_c8_s16_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,16.0,8.0,i,0.1,0.001,0.5,0.01,0.03514754,1.8388922e-05,0.07029508,13330.47
l_di_c8_s16_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,16.0,8.0,i,0.1,0.001,0.5,0.05,0.49160457,0.0012058755,0.98320913,12724.83
l_di_c8_s16_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,16.0,8.0,i,0.1,0.001,0.5,0.2,0.49522045,0.0040966533,0.9904409,10692.18
l_di_c8_s2_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,2.0,8.0,i,0.1,0.001,0.5,0.001,0.06674298,7.0194715e-06,0.13348596,13346.96
l_di_c8_s2_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,2.0,8.0,i,0.1,0.001,0.5,0.01,0.034628883,3.0466572e-05,0.069257766,13335.59
l_di_c8_s2_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,2.0,8.0,i,0.1,0.001,0.5,0.05,0.008639979,3.7065543e-05,0.017279958,13345.22
l_di_c8_s2_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,2.0,8.0,i,0.1,0.001,0.5,0.2,0.002648627,4.68183e-05,0.005297254,13334.81
l_di_c8_s32_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,32.0,8.0,i,0.1,0.001,0.5,0.001,0.07050816,3.4760346e-06,0.14101632,13350.59
l_di_c8_s32_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,32.0,8.0,i,0.1,0.001,0.5,0.01,0.04017417,1.9817788e-05,0.08034834,13336.77
l_di_c8_s32_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,32.0,8.0,i,0.1,0.001,0.5,0.05,0.49110663,0.001196475,0.98221326,12733.09
l_di_c8_s32_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,32.0,8.0,i,0.1,0.001,0.5,0.2,0.49550313,0.004057215,0.99100626,10691.3
l_di_c8_s4_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,4.0,8.0,i,0.1,0.001,0.5,0.001,0.083953306,5.2721302e-06,0.16790661,13341.75
l_di_c8_s4_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,4.0,8.0,i,0.1,0.001,0.5,0.01,0.0362873,2.2017199e-05,0.0725746,13325.63
l_di_c8_s4_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,4.0,8.0,i,0.1,0.001,0.5,0.05,0.49039653,0.0014295063,0.98079306,12741.79
l_di_c8_s4_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,4.0,8.0,i,0.1,0.001,0.5,0.2,0.49477014,0.0050216545,0.9895403,10707.86
l_di_c8_s8_cost0.1_kd0.001_init0.5_eprob0.001_resTrue_kc0.05,8.0,8.0,i,0.1,0.001,0.5,0.001,0.075664155,4.2990414e-06,0.15132831,13346.56
l_di_c8_s8_cost0.1_kd0.001_init0.5_eprob0.01_resTrue_kc0.05,8.0,8.0,i,0.1,0.001,0.5,0.01,0.031894144,1.7610326e-05,0.06378829,13328.29
l_di_c8_s8_cost0.1_kd0.001_init0.5_eprob0.05_resTrue_kc0.05,8.0,8.0,i,0.1,0.001,0.5,0.05,0.4920686,0.0012596805,0.9841372,12726.45
l_di_c8_s8_cost0.1_kd0.001_init0.5_eprob0.2_resTrue_kc0.05,8.0,8.0,i,0.1,0.001,0.5,0.2,0.49546668,0.004285277,0.99093336,10664.72
